Label,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,
walking,0.083333,-230.687439,901.768616,-1181.145874,-133.524475,903.39624,-1193.340454,-132.161957,558.186035,-1223.866333,-136.081833,84.578362,-1315.390503,-62.959782,12.502,-1192.537842,-327.850403,900.140991,-1168.951416,-327.299255,553.583374,-1167.835449,-338.101166,76.165733,-1236.040771,-362.922729,8.444614,-1093.098999,-125.791519,957.61322,-1056.881226,,,,,,,-325.777252,967.260498,-1032.954834,-38.109428,702.455811,-1175.162476,-62.702015,535.328979,-1194.767212,-63.157307,335.66803,-1294.549438,-94.75209,75.794273,-1312.261353,,,,-54.641747,37.369488,-1160.194092,-447.804504,857.19281,-1102.601929,-390.164673,535.87384,-1099.235596,-399.430328,210.777496,-1188.645508,-381.671539,92.163399,-1216.25,-304.027527,24.923473,-1286.869385,-371.590607,43.032776,-1068.528931,-94.75209,75.794273,-1312.261353,-125.791519,957.61322,-1056.881226,,,,-62.702015,535.328979,-1194.767212,,,,-38.109428,702.455811,-1175.162476,-63.157307,335.66803,-1294.549438,-54.641747,37.369488,-1160.194092,-381.671539,92.163399,-1216.25,-325.777252,967.260498,-1032.954834,-304.027527,24.923473,-1286.869385,-390.164673,535.87384,-1099.235596,,,,-447.804504,857.19281,-1102.601929,-399.430328,210.777496,-1188.645508,-371.590607,43.032776,-1068.528931,,,
walking,0.091667,-231.780655,901.775208,-1180.449097,-134.621536,903.419983,-1192.671875,-132.800568,558.22168,-1223.308472,-136.14769,84.694267,-1315.269897,-62.938927,12.561232,-1192.502197,-328.939758,900.130371,-1168.226318,-327.863953,553.574463,-1166.970215,-338.113464,76.244324,-1235.870239,-362.761566,8.677162,-1092.825684,-126.846764,957.462341,-1056.167114,,,,,,,-326.857086,967.299622,-1032.051392,-38.965424,702.642761,-1174.440308,-63.163506,535.47937,-1194.234009,-63.463398,335.604156,-1294.451782,-94.81208,76.001648,-1311.862549,,,,-54.661236,37.414062,-1160.165894,-449.480621,856.62677,-1102.472534,-390.418854,536.031921,-1097.970581,-399.514496,210.661362,-1188.364624,-381.715088,92.221664,-1215.911011,-303.994019,25.021193,-1286.623657,-371.481567,43.30555,-1068.338745,-94.81208,76.001648,-1311.862549,-126.846764,957.462341,-1056.167114,,,,-63.163506,535.47937,-1194.234009,,,,-38.965424,702.642761,-1174.440308,-63.463398,335.604156,-1294.451782,-54.661236,37.414062,-1160.165894,-381.715088,92.221664,-1215.911011,-326.857086,967.299622,-1032.051392,-303.994019,25.021193,-1286.623657,-390.418854,536.031921,-1097.970581,,,,-449.480621,856.62677,-1102.472534,-399.514496,210.661362,-1188.364624,-371.481567,43.30555,-1068.338745,,,
walking,0.1,-232.619064,901.38208,-1180.267822,-135.464981,903.03064,-1192.530151,-133.266281,557.84845,-1223.322144,-136.136169,84.391029,-1315.658936,-62.86607,12.422964,-1192.831055,-329.773132,899.733521,-1168.005493,-328.324127,553.17926,-1166.678955,-338.264679,75.944275,-1236.279419,-362.599884,8.582555,-1093.084351,-127.551498,957.070496,-1055.981323,,,,,,,-327.574524,966.923462,-1031.906982,-39.482677,702.170715,-1174.640381,-63.770676,534.887573,-1194.460449,-63.750454,335.630005,-1294.313965,-94.80722,75.14492,-1313.08728,,,,-54.594368,37.289078,-1160.4375,-450.423218,855.945068,-1102.275879,-390.808441,535.524475,-1097.860474,-399.631561,210.494339,-1188.187134,-381.72348,92.170174,-1215.789673,-304.252136,24.426077,-1287.334961,-371.300507,43.20314,-1068.667114,-94.80722,75.14492,-1313.08728,-127.551498,957.070496,-1055.981323,,,,-63.770676,534.887573,-1194.460449,,,,-39.482677,702.170715,-1174.640381,-63.750454,335.630005,-1294.313965,-54.594368,37.289078,-1160.4375,-381.72348,92.170174,-1215.789673,-327.574524,966.923462,-1031.906982,-304.252136,24.426077,-1287.334961,-390.808441,535.524475,-1097.860474,,,,-450.423218,855.945068,-1102.275879,-399.631561,210.494339,-1188.187134,-371.300507,43.20314,-1068.667114,,,
walking,0.108333,-233.681137,901.644836,-1178.800293,-136.533646,903.318542,-1191.111328,-133.93515,558.175781,-1222.31189,-136.305573,84.841759,-1315.293335,-62.898964,12.601033,-1192.707153,-330.828644,899.97113,-1166.48938,-328.788818,553.41925,-1165.324829,-338.190735,76.308342,-1235.844604,-362.421814,8.836895,-1092.683594,-128.790909,957.241333,-1054.441284,,,,,,,-328.715576,967.016418,-1030.209961,-40.522804,702.478394,-1173.410767,-64.267235,535.195557,-1193.46228,-64.070282,335.688141,-1294.062378,-94.893616,76.30014,-1311.81897,,,,-54.649151,37.37859,-1160.308716,-450.175751,856.963928,-1099.131104,-391.083801,535.752991,-1096.626709,-399.785889,210.323547,-1187.876587,-381.746674,92.09642,-1215.714722,-303.861206,25.280546,-1286.298584,-371.252289,43.449257,-1068.400146,-94.893616,76.30014,-1311.81897,-128.790909,957.241333,-1054.441284,,,,-64.267235,535.195557,-1193.46228,,,,-40.522804,702.478394,-1173.410767,-64.070282,335.688141,-1294.062378,-54.649151,37.37859,-1160.308716,-381.746674,92.09642,-1215.714722,-328.715576,967.016418,-1030.209961,-303.861206,25.280546,-1286.298584,-391.083801,535.752991,-1096.626709,,,,-450.175751,856.963928,-1099.131104,-399.785889,210.323547,-1187.876587,-371.252289,43.449257,-1068.400146,,,
walking,0.116667,-234.677094,901.091858,-1178.660522,-137.517838,902.802185,-1190.873169,-134.46817,557.6745,-1222.199463,-136.209656,84.449921,-1315.750244,-62.776611,12.431927,-1193.04895,-331.836334,899.381592,-1166.447876,-329.489655,552.831299,-1165.396729,-338.371796,75.808853,-1236.57959,-362.373169,8.798942,-1093.163208,-129.707947,956.789551,-1054.252563,,,,,,,-329.731659,966.496155,-1030.073364,-40.980385,702.194214,-1173.135254,-64.926392,534.772705,-1193.286133,-64.434479,335.790161,-1293.587402,-94.926849,75.067375,-1313.28479,,,,-54.561012,37.266335,-1160.620117,-453.136108,854.985657,-1101.682373,-391.624451,535.083923,-1096.866699,-399.856018,210.024765,-1188.159912,-381.788391,91.941666,-1215.914673,-304.419067,24.007862,-1287.746338,-371.106903,43.455986,-1068.750854,-94.926849,75.067375,-1313.28479,-129.707947,956.789551,-1054.252563,,,,-64.926392,534.772705,-1193.286133,,,,-40.980385,702.194214,-1173.135254,-64.434479,335.790161,-1293.587402,-54.561012,37.266335,-1160.620117,-381.788391,91.941666,-1215.914673,-329.731659,966.496155,-1030.073364,-304.419067,24.007862,-1287.746338,-391.624451,535.083923,-1096.866699,,,,-453.136108,854.985657,-1101.682373,-399.856018,210.024765,-1188.159912,-371.106903,43.455986,-1068.750854,,,
walking,0.125,-235.808121,901.159912,-1177.874146,-138.615829,902.921387,-1189.813721,-135.124207,557.814209,-1221.318604,-136.219101,84.729164,-1315.582275,-62.75922,12.590766,-1192.967773,-333.000427,899.398499,-1165.934448,-330.292908,552.851257,-1164.746826,-338.070679,75.881035,-1236.406982,-362.332947,9.056449,-1092.94812,-131.092102,956.963623,-1052.953735,,,,,,,-331.079803,966.308289,-1029.080444,-41.930103,702.624817,-1171.931519,-65.517441,535.059265,-1192.185303,-64.782318,335.822723,-1293.154785,-94.936272,76.073616,-1312.265381,,,,-54.606819,37.380661,-1160.534424,-457.053558,853.197021,-1104.979492,-392.101776,535.252869,-1096.111084,-399.974976,209.789215,-1188.463867,-381.944855,91.848236,-1215.881104,-304.040375,24.726852,-1286.948608,-371.07251,43.832645,-1068.781738,-94.936272,76.073616,-1312.265381,-131.092102,956.963623,-1052.953735,,,,-65.517441,535.059265,-1192.185303,,,,-41.930103,702.624817,-1171.931519,-64.782318,335.822723,-1293.154785,-54.606819,37.380661,-1160.534424,-381.944855,91.848236,-1215.881104,-331.079803,966.308289,-1029.080444,-304.040375,24.726852,-1286.948608,-392.101776,535.252869,-1096.111084,,,,-457.053558,853.197021,-1104.979492,-399.974976,209.789215,-1188.463867,-371.07251,43.832645,-1068.781738,,,
walking,0.133333,-236.791809,900.896912,-1177.356079,-139.573715,902.71582,-1189.074829,-135.704224,557.617554,-1220.634155,-136.274246,84.682289,-1315.650879,-62.679203,12.597143,-1193.086182,-334.009888,899.078003,-1165.637329,-331.101013,552.533691,-1164.122681,-338.026978,75.70401,-1236.798462,-362.346985,9.302475,-1093.152954,-132.165222,956.868835,-1052.24707,,,,,,,-332.200287,966.107788,-1028.184204,-42.594116,702.644165,-1171.125854,-66.074844,534.935608,-1191.473389,-65.192604,335.854523,-1292.249023,-95.0187,75.610275,-1312.689941,,,,-54.554863,37.400158,-1160.669556,-461.087433,851.369263,-1109.418335,-392.146851,535.6698,-1094.778687,-400.138397,209.527359,-1188.956177,-382.076691,91.67646,-1216.033813,-304.373047,24.031378,-1287.710938,-371.000336,44.197803,-1069.033325,-95.0187,75.610275,-1312.689941,-132.165222,956.868835,-1052.24707,,,,-66.074844,534.935608,-1191.473389,,,,-42.594116,702.644165,-1171.125854,-65.192604,335.854523,-1292.249023,-54.554863,37.400158,-1160.669556,-382.076691,91.67646,-1216.033813,-332.200287,966.107788,-1028.184204,-304.373047,24.031378,-1287.710938,-392.146851,535.6698,-1094.778687,,,,-461.087433,851.369263,-1109.418335,-400.138397,209.527359,-1188.956177,-371.000336,44.197803,-1069.033325,,,
walking,0.141667,-237.818008,900.63501,-1177.003784,-140.56955,902.507996,-1188.459106,-136.326721,557.418823,-1220.06897,-136.380951,84.620895,-1315.768311,-62.609882,12.601346,-1193.270874,-335.066437,898.761963,-1165.54834,-331.99292,552.221802,-1163.508911,-337.903564,75.511963,-1237.055298,-362.355927,9.497985,-1093.253906,-133.37648,956.777954,-1051.592773,,,,,,,-333.459991,965.866272,-1027.449219,-43.344551,702.445129,-1170.910767,-66.62928,534.530945,-1190.877686,-65.614861,335.864807,-1291.364502,-95.07814,75.526611,-1313.031982,,,,-54.514042,37.397858,-1160.848877,-465.265411,849.174744,-1114.362793,-392.705078,535.586914,-1094.407593,-400.425049,209.399017,-1189.031128,-382.325317,91.602997,-1215.789307,-304.486206,23.811152,-1288.07373,-370.922272,44.558636,-1069.27356,-95.07814,75.526611,-1313.031982,-133.37648,956.777954,-1051.592773,,,,-66.62928,534.530945,-1190.877686,,,,-43.344551,702.445129,-1170.910767,-65.614861,335.864807,-1291.364502,-54.514042,37.397858,-1160.848877,-382.325317,91.602997,-1215.789307,-333.459991,965.866272,-1027.449219,-304.486206,23.811152,-1288.07373,-392.705078,535.586914,-1094.407593,,,,-465.265411,849.174744,-1114.362793,-400.425049,209.399017,-1189.031128,-370.922272,44.558636,-1069.27356,,,
walking,0.15,-239.062302,900.729675,-1175.692261,-141.793167,902.677368,-1186.958008,-137.134369,557.593933,-1218.571899,-136.623962,85.020485,-1315.372437,-62.609898,12.773782,-1193.15564,-336.331421,898.781982,-1164.426392,-332.823517,552.247314,-1162.157104,-337.83963,75.714409,-1236.906738,-362.2836,9.832464,-1093.043335,-135.032333,956.866516,-1050.163696,,,,,,,-335.068268,965.761353,-1026.19519,-44.506336,702.775574,-1168.814819,-67.451218,534.987549,-1188.962158,-66.075165,335.900391,-1290.172485,-95.237892,76.368156,-1311.962524,,,,-54.540936,37.506035,-1160.771729,-466.461639,849.163147,-1112.599609,-393.455109,535.617065,-1093.805908,-400.780457,209.230225,-1189.205322,-382.455444,91.328094,-1216.118774,-304.344269,24.294313,-1287.439819,-370.93219,44.963596,-1069.272705,-95.237892,76.368156,-1311.962524,-135.032333,956.866516,-1050.163696,,,,-67.451218,534.987549,-1188.962158,,,,-44.506336,702.775574,-1168.814819,-66.075165,335.900391,-1290.172485,-54.540936,37.506035,-1160.771729,-382.455444,91.328094,-1216.118774,-335.068268,965.761353,-1026.19519,-304.344269,24.294313,-1287.439819,-393.455109,535.617065,-1093.805908,,,,-466.461639,849.163147,-1112.599609,-400.780457,209.230225,-1189.205322,-370.93219,44.963596,-1069.272705,,,
walking,0.158333,-239.927002,900.201782,-1175.092896,-142.633743,902.204468,-1186.13855,-137.659744,557.111084,-1217.596069,-136.735565,84.796104,-1315.647095,-62.521427,12.670093,-1193.480347,-337.220276,898.199158,-1164.047363,-333.601593,551.663391,-1162.138794,-338.155731,75.245857,-1237.649902,-362.34082,9.826161,-1093.532104,-136.174057,956.489624,-1049.473633,,,,,,,-336.239777,965.270996,-1025.688721,-44.980461,702.321045,-1167.93335,-67.836685,534.195312,-1187.563354,-66.533409,335.927307,-1288.781128,-95.36705,75.297073,-1313.278076,,,,-54.48011,37.426392,-1161.060547,-467.096039,848.159363,-1112.455078,-395.21875,533.994324,-1095.980225,-401.130249,208.987259,-1189.5625,-382.710846,91.183586,-1215.969482,-304.927399,23.203541,-1288.752075,-370.914978,45.028061,-1069.700073,-95.36705,75.297073,-1313.278076,-136.174057,956.489624,-1049.473633,,,,-67.836685,534.195312,-1187.563354,,,,-44.980461,702.321045,-1167.93335,-66.533409,335.927307,-1288.781128,-54.48011,37.426392,-1161.060547,-382.710846,91.183586,-1215.969482,-336.239777,965.270996,-1025.688721,-304.927399,23.203541,-1288.752075,-395.21875,533.994324,-1095.980225,,,,-467.096039,848.159363,-1112.455078,-401.130249,208.987259,-1189.5625,-370.914978,45.028061,-1069.700073,,,
