Label,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,
walking,2.158333,-165.845901,881.392151,702.573181,-263.39978,881.02832,693.905945,-241.648972,548.484497,598.799377,-212.706955,77.828613,497.105591,-282.393951,37.385849,358.748322,-68.291992,881.756042,711.240417,-86.95018,541.375,773.661011,-121.836823,84.600449,924.777832,-103.275612,14.175124,782.193054,-242.563736,964.556335,573.605835,-258.627319,989.314148,823.326965,-116.679222,1005.958313,836.316772,-41.81229,960.887573,584.074829,-346.569916,704.999146,587.516602,-309.736298,543.40863,550.630676,-295.376251,318.254333,573.414307,-251.700043,71.751816,497.908081,-176.0177,21.105707,516.512207,-306.335968,64.612076,341.535309,56.043392,845.773376,703.367676,-17.651815,527.81134,732.704407,-55.443748,212.100845,893.489258,-82.115967,92.980415,925.117859,-151.84761,37.020855,977.296448,-94.339088,47.82869,751.11499,-251.700043,71.751816,497.908081,-242.563736,964.556335,573.605835,-176.0177,21.105707,516.512207,-309.736298,543.40863,550.630676,-258.627319,989.314148,823.326965,-346.569916,704.999146,587.516602,-295.376251,318.254333,573.414307,-306.335968,64.612076,341.535309,-82.115967,92.980415,925.117859,-41.81229,960.887573,584.074829,-151.84761,37.020855,977.296448,-17.651815,527.81134,732.704407,-116.679222,1005.958313,836.316772,56.043392,845.773376,703.367676,-55.443748,212.100845,893.489258,-94.339088,47.82869,751.11499,,,,,,,,,
walking,2.166667,-165.663208,879.908508,695.301331,-263.201233,879.407227,686.464111,-240.583084,546.804565,591.766968,-210.928146,74.680801,497.342224,-279.901428,32.547722,359.131744,-68.125198,880.40979,704.13855,-86.536095,540.173279,767.414917,-121.818016,85.328934,924.156982,-103.191414,14.05558,782.002808,-242.699265,962.92926,566.651855,-258.609528,987.736755,815.638794,-116.78183,1004.46759,829.115234,-41.215454,959.615845,577.182861,-346.468475,703.822998,579.445801,-309.657318,541.934692,542.876648,-294.182892,316.38327,569.089722,-249.240417,69.070633,498.049805,-174.660324,17.613111,517.736511,-303.473938,59.479881,341.226349,56.449703,844.714844,696.833069,-16.865181,526.522827,726.274048,-55.18417,212.254929,890.959473,-82.134552,93.565361,924.236328,-151.953079,38.301159,976.946899,-94.189453,47.579109,750.832275,-249.240417,69.070633,498.049805,-242.699265,962.92926,566.651855,-174.660324,17.613111,517.736511,-309.657318,541.934692,542.876648,-258.609528,987.736755,815.638794,-346.468475,703.822998,579.445801,-294.182892,316.38327,569.089722,-303.473938,59.479881,341.226349,-82.134552,93.565361,924.236328,-41.215454,959.615845,577.182861,-151.953079,38.301159,976.946899,-16.865181,526.522827,726.274048,-116.78183,1004.46759,829.115234,56.449703,844.714844,696.833069,-55.18417,212.254929,890.959473,-94.189453,47.579109,750.832275,,,,,,,,,
walking,2.175,-165.702438,879.098511,688.157166,-263.224548,878.632996,679.144165,-240.387314,546.070312,584.358704,-210.825226,73.001389,494.758942,-278.070465,28.89537,356.312714,-68.180351,879.564026,697.170166,-86.292503,539.446472,761.167847,-121.833176,86.556732,923.414551,-103.163239,14.212914,781.807922,-242.514084,961.578247,559.056091,-258.913849,986.444885,808.092407,-117.114197,1003.350281,822.05304,-40.904362,958.457703,570.245544,-346.445465,702.552734,571.592285,-309.661743,540.240845,535.53833,-293.078735,314.791656,564.945984,-248.67717,69.128784,495.549255,-175.145737,19.100206,516.639343,-301.791504,56.075047,336.862061,56.667538,843.66449,690.244263,-16.01766,525.323242,719.518433,-55.027122,212.566391,888.3125,-82.126549,94.386528,923.322937,-152.089645,39.830605,976.644531,-94.107994,47.478283,750.499207,-248.67717,69.128784,495.549255,-242.514084,961.578247,559.056091,-175.145737,19.100206,516.639343,-309.661743,540.240845,535.53833,-258.913849,986.444885,808.092407,-346.445465,702.552734,571.592285,-293.078735,314.791656,564.945984,-301.791504,56.075047,336.862061,-82.126549,94.386528,923.322937,-40.904362,958.457703,570.245544,-152.089645,39.830605,976.644531,-16.01766,525.323242,719.518433,-117.114197,1003.350281,822.05304,56.667538,843.66449,690.244263,-55.027122,212.566391,888.3125,-94.107994,47.478283,750.499207,,,,,,,,,
walking,2.183333,-165.899429,878.577026,681.027283,-263.408051,878.337708,671.861328,-241.085648,545.858032,576.662781,-212.479233,72.279663,489.476135,-277.323212,25.636078,350.7164,-68.3908,878.816406,690.193237,-86.12764,538.802917,754.845825,-121.74939,87.942001,922.630859,-103.103798,14.256626,781.714539,-242.333267,960.320801,551.355408,-259.322021,984.990295,800.257874,-117.437668,1001.888062,814.875305,-40.686237,957.075684,563.272217,-346.47702,701.445374,564.1651,-309.691742,538.894592,529.177246,-292.021851,314.353394,560.128723,-250.461365,71.096649,489.340363,-176.782822,22.508015,514.148865,-301.995422,53.136368,329.002533,56.804798,842.511047,683.565491,-15.174538,523.954651,712.734131,-54.725693,212.875687,885.47522,-81.94252,95.285904,922.311279,-152.078796,41.844219,976.355164,-93.993347,47.219269,750.190063,-250.461365,71.096649,489.340363,-242.333267,960.320801,551.355408,-176.782822,22.508015,514.148865,-309.691742,538.894592,529.177246,-259.322021,984.990295,800.257874,-346.47702,701.445374,564.1651,-292.021851,314.353394,560.128723,-301.995422,53.136368,329.002533,-81.94252,95.285904,922.311279,-40.686237,957.075684,563.272217,-152.078796,41.844219,976.355164,-15.174538,523.954651,712.734131,-117.437668,1001.888062,814.875305,56.804798,842.511047,683.565491,-54.725693,212.875687,885.47522,-93.993347,47.219269,750.190063,,,,,,,,,
walking,2.191667,-166.473083,878.140137,673.515991,-263.966461,878.474426,664.192139,-242.299591,546.2099,568.095581,-214.472183,71.957947,484.387573,-277.176422,21.804228,345.868988,-68.979706,877.805908,682.839783,-85.829147,537.636597,746.907532,-121.480751,89.497803,921.827087,-103.107216,14.381684,781.632202,-242.139603,959.274109,543.69635,-259.80014,983.861694,792.395142,-117.85128,1000.59137,807.41449,-40.604637,955.891785,556.25708,-346.993439,701.02887,557.109131,-309.75354,538.449951,523.717041,-291.612122,314.996429,553.682007,-251.543457,71.754997,483.323883,-177.485657,25.135405,511.329346,-302.946686,49.038155,323.835297,56.850479,841.488342,676.612366,-14.494836,522.626282,705.612,-54.451443,213.505417,882.404297,-81.586388,96.506454,921.030457,-151.921722,44.28503,976.037842,-93.920647,47.057106,749.743652,-251.543457,71.754997,483.323883,-242.139603,959.274109,543.69635,-177.485657,25.135405,511.329346,-309.75354,538.449951,523.717041,-259.80014,983.861694,792.395142,-346.993439,701.02887,557.109131,-291.612122,314.996429,553.682007,-302.946686,49.038155,323.835297,-81.586388,96.506454,921.030457,-40.604637,955.891785,556.25708,-151.921722,44.28503,976.037842,-14.494836,522.626282,705.612,-117.85128,1000.59137,807.41449,56.850479,841.488342,676.612366,-54.451443,213.505417,882.404297,-93.920647,47.057106,749.743652,,,,,,,,,
walking,2.2,-166.861313,877.893372,666.562378,-264.33902,878.458923,657.087219,-242.650665,546.050903,561.493042,-215.029572,71.123657,481.634064,-277.203857,18.923153,343.633759,-69.383598,877.327881,676.037537,-85.803642,537.240295,740.64801,-121.369957,91.151955,920.749634,-103.164452,14.429159,781.405457,-242.084595,958.749695,536.119446,-260.276001,982.904541,784.716919,-118.227257,999.218506,800.392212,-40.686314,954.921387,549.452881,-347.719391,701.329468,550.160583,-310.049133,538.778381,518.023743,-292.905365,315.415649,546.813904,-251.748138,72.146744,480.514374,-177.587143,26.146927,509.795319,-303.183411,46.470657,321.788239,56.838684,840.624878,669.654419,-13.791943,521.566956,698.118835,-54.287811,214.512024,879.286438,-81.383987,97.889481,919.504272,-151.959427,47.017933,975.417664,-93.844711,46.886784,749.2948,-251.748138,72.146744,480.514374,-242.084595,958.749695,536.119446,-177.587143,26.146927,509.795319,-310.049133,538.778381,518.023743,-260.276001,982.904541,784.716919,-347.719391,701.329468,550.160583,-292.905365,315.415649,546.813904,-303.183411,46.470657,321.788239,-81.383987,97.889481,919.504272,-40.686314,954.921387,549.452881,-151.959427,47.017933,975.417664,-13.791943,521.566956,698.118835,-118.227257,999.218506,800.392212,56.838684,840.624878,669.654419,-54.287811,214.512024,879.286438,-93.844711,46.886784,749.2948,,,,,,,,,
walking,2.208333,-167.334534,877.821838,659.199158,-264.79248,878.685669,649.545471,-242.575226,546.141724,554.547302,-214.858994,70.265144,480.591064,-275.035339,17.425819,341.949707,-69.876587,876.958069,668.852844,-85.784958,536.877014,733.625977,-121.300354,93.137978,919.449951,-103.181679,14.498331,781.167175,-242.041473,958.978088,528.529907,-260.692261,982.430847,777.177124,-118.537895,997.955383,792.974365,-40.621162,954.280334,542.451477,-348.413025,702.237305,543.062317,-310.460266,539.513977,511.061737,-296.129913,315.838165,539.534241,-251.131927,72.347672,479.119019,-177.452377,25.894178,509.850494,-300.071655,45.546436,320.2901,56.827675,839.720459,662.447937,-13.17793,520.656311,690.270203,-53.983112,215.677597,875.812317,-81.372803,99.789223,917.938232,-152.123108,50.317188,974.645813,-93.646301,46.639046,748.670898,-251.131927,72.347672,479.119019,-242.041473,958.978088,528.529907,-177.452377,25.894178,509.850494,-310.460266,539.513977,511.061737,-260.692261,982.430847,777.177124,-348.413025,702.237305,543.062317,-296.129913,315.838165,539.534241,-300.071655,45.546436,320.2901,-81.372803,99.789223,917.938232,-40.621162,954.280334,542.451477,-152.123108,50.317188,974.645813,-13.17793,520.656311,690.270203,-118.537895,997.955383,792.974365,56.827675,839.720459,662.447937,-53.983112,215.677597,875.812317,-93.646301,46.639046,748.670898,,,,,,,,,
walking,2.216667,-168.305817,877.891663,651.427673,-265.731812,879.52478,641.553284,-243.018936,547.28064,545.627563,-215.309509,70.098457,480.622681,-271.413025,17.284878,340.273956,-70.879807,876.258545,661.302063,-85.479034,535.716431,723.92511,-121.065437,95.572952,918.099487,-103.430046,14.905676,780.926575,-242.075089,959.895325,521.107971,-261.196655,982.852417,770.057312,-118.859352,996.900757,785.891541,-40.833897,953.991577,535.654968,-349.035248,703.704895,536.121338,-311.146118,540.306274,502.984039,-298.738983,316.771393,532.598145,-250.344696,73.080589,478.524597,-177.781525,25.959904,510.196869,-296.622101,44.807388,318.108826,56.718163,839.093628,655.13092,-12.666336,519.964966,681.947632,-53.668262,217.385147,872.247925,-81.291435,102.034721,916.109985,-152.320541,54.151485,973.68457,-93.499008,46.535572,748.029602,-250.344696,73.080589,478.524597,-242.075089,959.895325,521.107971,-177.781525,25.959904,510.196869,-311.146118,540.306274,502.984039,-261.196655,982.852417,770.057312,-349.035248,703.704895,536.121338,-298.738983,316.771393,532.598145,-296.622101,44.807388,318.108826,-81.291435,102.034721,916.109985,-40.833897,953.991577,535.654968,-152.320541,54.151485,973.68457,-12.666336,519.964966,681.947632,-118.859352,996.900757,785.891541,56.718163,839.093628,655.13092,-53.668262,217.385147,872.247925,-93.499008,46.535572,748.029602,,,,,,,,,
walking,2.225,-168.931671,878.322571,643.961487,-266.337799,880.551208,634.007629,-243.543762,548.611267,537.053833,-216.14682,70.335808,480.500488,-269.717163,18.123514,338.942291,-71.525551,876.093872,653.915344,-85.100121,535.217407,714.929443,-120.691551,98.414124,916.504456,-103.744354,15.325994,780.696655,-242.196976,961.412903,513.927551,-261.477905,983.724731,762.826172,-118.896141,995.970825,778.949463,-41.030384,953.946228,528.822571,-349.453888,705.532104,529.282776,-311.774963,541.464111,494.644684,-299.871826,318.081543,526.739868,-249.941742,73.777504,477.481415,-178.367584,26.282217,510.24646,-295.126099,45.648632,316.967407,56.550716,838.455444,647.684692,-12.139691,519.349792,673.203979,-53.377354,219.271454,868.352417,-81.094254,104.962318,914.168457,-152.527725,58.669132,972.588867,-93.23497,46.314911,747.300476,-249.941742,73.777504,477.481415,-242.196976,961.412903,513.927551,-178.367584,26.282217,510.24646,-311.774963,541.464111,494.644684,-261.477905,983.724731,762.826172,-349.453888,705.532104,529.282776,-299.871826,318.081543,526.739868,-295.126099,45.648632,316.967407,-81.094254,104.962318,914.168457,-41.030384,953.946228,528.822571,-152.527725,58.669132,972.588867,-12.139691,519.349792,673.203979,-118.896141,995.970825,778.949463,56.550716,838.455444,647.684692,-53.377354,219.271454,868.352417,-93.23497,46.314911,747.300476,,,,,,,,,
walking,2.233333,-169.246765,879.334045,636.942505,-266.651184,881.80603,627.028564,-243.767059,549.822083,530.246643,-216.763763,70.809723,480.104431,-270.019806,18.577709,338.434937,-71.842339,876.862061,646.856445,-85.04509,535.902405,707.486145,-120.54422,101.684631,914.587769,-103.878807,15.824385,780.479919,-242.461029,963.215759,506.86615,-261.672791,985.204468,755.852051,-118.914436,995.688293,772.133667,-41.361942,954.339233,522.006592,-349.466034,707.553833,522.411133,-312.101257,543.355042,486.925995,-300.471344,319.665222,521.685181,-250.486679,74.207344,476.441681,-179.120392,26.713438,510.14978,-295.44574,46.337166,316.745728,56.342983,838.137024,640.151245,-11.521501,518.97821,663.847595,-52.966145,221.627548,864.019653,-80.78849,108.922699,912.079102,-152.895294,64.008865,971.187683,-92.964645,46.248714,746.533325,-250.486679,74.207344,476.441681,-242.461029,963.215759,506.86615,-179.120392,26.713438,510.14978,-312.101257,543.355042,486.925995,-261.672791,985.204468,755.852051,-349.466034,707.553833,522.411133,-300.471344,319.665222,521.685181,-295.44574,46.337166,316.745728,-80.78849,108.922699,912.079102,-41.361942,954.339233,522.006592,-152.895294,64.008865,971.187683,-11.521501,518.97821,663.847595,-118.914436,995.688293,772.133667,56.342983,838.137024,640.151245,-52.966145,221.627548,864.019653,-92.964645,46.248714,746.533325,,,,,,,,,
walking,2.241667,-169.782959,880.088501,629.447021,-267.173126,883.102905,619.54364,-244.310394,551.490173,521.492249,-217.756302,71.588425,480.437866,-270.325043,18.79076,338.721344,-72.392776,877.074097,639.350464,-84.395126,535.51947,696.796997,-120.020073,105.45105,912.362183,-104.242317,16.475782,780.191406,-242.779327,965.231201,499.949005,-261.731506,986.827148,749.091675,-118.80014,995.557983,765.53064,-41.781639,955.00647,515.397522,-349.22583,709.881348,515.037964,-312.09198,545.432068,479.787079,-301.317291,321.213257,517.356506,-251.210846,74.12442,476.246033,-179.864258,26.688065,510.326019,-295.72287,45.769859,316.811523,56.052948,837.986633,632.635254,-10.676387,518.67804,653.945618,-52.36684,224.391998,859.337036,-80.499886,112.977661,909.688477,-153.283981,69.803452,969.304565,-92.579086,45.948456,745.705322,-251.210846,74.12442,476.246033,-242.779327,965.231201,499.949005,-179.864258,26.688065,510.326019,-312.09198,545.432068,479.787079,-261.731506,986.827148,749.091675,-349.22583,709.881348,515.037964,-301.317291,321.213257,517.356506,-295.72287,45.769859,316.811523,-80.499886,112.977661,909.688477,-41.781639,955.00647,515.397522,-153.283981,69.803452,969.304565,-10.676387,518.67804,653.945618,-118.80014,995.557983,765.53064,56.052948,837.986633,632.635254,-52.36684,224.391998,859.337036,-92.579086,45.948456,745.705322,,,,,,,,,
walking,2.25,-169.980682,881.27771,622.445129,-267.378387,884.406128,612.651611,-244.456482,552.583618,515.326599,-218.347214,72.187599,480.195007,-270.179474,18.32489,338.608063,-72.583,878.149353,632.238647,-84.082397,536.354736,688.345093,-119.629921,109.180603,909.602661,-104.306953,16.887367,779.672607,-243.189224,967.466614,492.992767,-261.712769,988.465088,742.197632,-118.779533,995.710144,758.863525,-42.22459,955.997559,508.711517,-349.189545,712.000732,507.734009,-312.09436,546.833801,473.452209,-302.366852,322.644257,513.941956,-252.060837,74.182655,476.234558,-180.565903,26.694338,510.570465,-295.234711,44.929783,316.261108,55.80077,838.091309,625.074768,-9.449247,518.441406,643.298523,-51.59568,227.438095,853.97113,-79.971634,117.124123,906.582275,-153.607224,76.317352,966.762451,-92.113083,45.609352,744.697632,-252.060837,74.182655,476.234558,-243.189224,967.466614,492.992767,-180.565903,26.694338,510.570465,-312.09436,546.833801,473.452209,-261.712769,988.465088,742.197632,-349.189545,712.000732,507.734009,-302.366852,322.644257,513.941956,-295.234711,44.929783,316.261108,-79.971634,117.124123,906.582275,-42.22459,955.997559,508.711517,-153.607224,76.317352,966.762451,-9.449247,518.441406,643.298523,-118.779533,995.710144,758.863525,55.80077,838.091309,625.074768,-51.59568,227.438095,853.97113,-92.113083,45.609352,744.697632,,,,,,,,,
walking,2.258333,-170.290527,882.640564,615.405212,-267.699219,885.85437,605.749878,-244.760757,553.767578,509.334442,-218.93573,72.957428,480.162933,-270.151642,18.508926,338.575867,-72.881844,879.426697,625.060486,-83.655518,537.229675,678.808533,-119.096283,113.377243,906.381226,-104.446037,17.381594,779.083008,-243.691055,969.624268,486.139893,-261.842834,990.336243,735.637512,-118.910561,996.107422,752.423462,-42.925011,957.189636,502.27243,-349.540863,713.910889,500.721405,-312.397675,547.799377,468.09198,-303.430481,323.677643,511.059998,-252.907867,74.395828,476.095245,-181.273804,26.906023,510.891724,-294.960815,45.048885,315.99118,55.372894,838.369873,617.540649,-7.650277,518.436401,632.134277,-50.528679,230.664856,848.05957,-79.29052,121.691666,902.932373,-153.991547,83.524147,963.743713,-91.659279,45.232609,743.632385,-252.907867,74.395828,476.095245,-243.691055,969.624268,486.139893,-181.273804,26.906023,510.891724,-312.397675,547.799377,468.09198,-261.842834,990.336243,735.637512,-349.540863,713.910889,500.721405,-303.430481,323.677643,511.059998,-294.960815,45.048885,315.99118,-79.29052,121.691666,902.932373,-42.925011,957.189636,502.27243,-153.991547,83.524147,963.743713,-7.650277,518.436401,632.134277,-118.910561,996.107422,752.423462,55.372894,838.369873,617.540649,-50.528679,230.664856,848.05957,-91.659279,45.232609,743.632385,,,,,,,,,
walking,2.266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walking,2.275,-170.747299,885.501404,601.559998,-268.199127,888.585999,592.305969,-245.355362,555.628784,498.917358,-219.515076,74.301781,480.13205,-270.350891,19.048948,338.719452,-73.295471,882.416809,610.814026,-82.360924,539.397095,659.384399,-117.440475,122.017738,898.675476,-104.286644,18.391535,777.336121,-244.919144,973.537964,472.592865,-262.295593,993.745178,722.476196,-119.321075,997.111145,739.353271,-44.345253,959.672058,489.760895,-350.781952,716.595764,488.340057,-313.52124,548.55835,460.367889,-305.254211,324.622803,506.26535,-253.884995,74.34716,475.796539,-182.108734,26.893864,511.238281,-294.665375,45.462593,315.976501,54.683662,839.322144,602.764526,-1.506806,518.30365,608.203308,-47.138615,237.497177,834.115295,-77.08284,131.933273,894.122803,-154.258881,99.967316,955.20166,-90.315392,44.424221,741.30835,-253.884995,74.34716,475.796539,-244.919144,973.537964,472.592865,-182.108734,26.893864,511.238281,-313.52124,548.55835,460.367889,-262.295593,993.745178,722.476196,-350.781952,716.595764,488.340057,-305.254211,324.622803,506.26535,-294.665375,45.462593,315.976501,-77.08284,131.933273,894.122803,-44.345253,959.672058,489.760895,-154.258881,99.967316,955.20166,-1.506806,518.30365,608.203308,-119.321075,997.111145,739.353271,54.683662,839.322144,602.764526,-47.138615,237.497177,834.115295,-90.315392,44.424221,741.30835,,,,,,,,,
walking,2.283333,-171.567535,886.017578,594.466919,-268.986267,889.44043,584.985962,-246.319504,555.562134,494.901245,-219.864929,74.115547,480.561462,-269.872559,19.316048,338.678009,-74.148796,882.594727,603.947876,-79.137932,538.023621,640.685364,-114.558754,128.618774,893.330139,-105.868073,20.12965,775.902649,-245.600235,975.234375,465.881805,-262.731659,995.234436,715.925232,-119.736534,997.573242,732.84552,-45.238152,960.788635,483.763,-351.618378,717.138123,483.596252,-314.286682,548.281006,458.051453,-305.909729,324.468811,504.813843,-253.860504,74.202431,475.847626,-182.32486,26.736212,511.427277,-294.331818,45.318245,315.85022,54.405449,839.845825,595.578247,2.343166,518.190186,595.759644,-44.989651,241.299622,826.455261,-75.633217,137.766663,889.009521,-153.858688,108.827339,950.012085,-89.690834,43.892555,740.070679,-253.860504,74.202431,475.847626,-245.600235,975.234375,465.881805,-182.32486,26.736212,511.427277,-314.286682,548.281006,458.051453,-262.731659,995.234436,715.925232,-351.618378,717.138123,483.596252,-305.909729,324.468811,504.813843,-294.331818,45.318245,315.85022,-75.633217,137.766663,889.009521,-45.238152,960.788635,483.763,-153.858688,108.827339,950.012085,2.343166,518.190186,595.759644,-119.736534,997.573242,732.84552,54.405449,839.845825,595.578247,-44.989651,241.299622,826.455261,-89.690834,43.892555,740.070679,,,,,,,,,
walking,2.291667,-172.590561,886.890869,587.962158,-269.98645,890.713867,578.399414,-247.152161,555.680969,492.753052,-220.115921,74.204414,480.684692,-269.759064,19.491169,338.640106,-75.194672,883.067932,597.524902,-76.64254,537.711487,626.344482,-111.560974,134.063965,888.156921,-107.29158,21.791428,774.089844,-246.423325,976.623779,459.222839,-263.289154,996.689026,709.400085,-120.398788,998.001587,726.526123,-46.194489,961.900635,477.770996,-352.565033,717.215088,479.91095,-315.051239,547.958679,456.193939,-306.294098,324.424103,503.849731,-253.811035,74.259171,475.701935,-182.474121,26.823097,511.52594,-294.322876,45.452827,315.882904,54.125839,840.480103,588.388184,6.548911,518.262512,582.991272,-42.569489,245.400192,818.092041,-73.890083,143.960526,883.135803,-152.91301,118.045799,944.159241,-89.096016,43.544334,738.650757,-253.811035,74.259171,475.701935,-246.423325,976.623779,459.222839,-182.474121,26.823097,511.52594,-315.051239,547.958679,456.193939,-263.289154,996.689026,709.400085,-352.565033,717.215088,479.91095,-306.294098,324.424103,503.849731,-294.322876,45.452827,315.882904,-73.890083,143.960526,883.135803,-46.194489,961.900635,477.770996,-152.91301,118.045799,944.159241,6.548911,518.262512,582.991272,-120.398788,998.001587,726.526123,54.125839,840.480103,588.388184,-42.569489,245.400192,818.092041,-89.096016,43.544334,738.650757,,,,,,,,,
walking,2.3,-173.566132,887.744507,581.697937,-270.950134,891.78772,572.105591,-247.934753,555.66449,490.894623,-220.254135,74.178459,480.829987,-269.745544,19.588675,338.684967,-76.182144,883.701294,591.290283,-74.330696,537.834595,613.120422,-108.463882,139.222061,882.637268,-108.45295,23.473642,772.016541,-247.301712,977.651062,452.822479,-264.015015,998.06604,703.078308,-121.276375,998.429443,720.271484,-47.270504,962.880249,472.056274,-353.540497,717.048889,476.783997,-315.789948,547.57666,454.84259,-306.483765,324.480621,503.420105,-253.822739,74.24308,475.585236,-182.583511,26.800303,511.635529,-294.364136,45.528351,315.947235,53.864288,841.223877,581.406921,10.823763,518.522644,570.423523,-39.942703,249.400421,809.258179,-71.906418,150.047119,876.519043,-151.500381,127.051636,937.9151,-88.552383,43.369392,737.057739,-253.822739,74.24308,475.585236,-247.301712,977.651062,452.822479,-182.583511,26.800303,511.635529,-315.789948,547.57666,454.84259,-264.015015,998.06604,703.078308,-353.540497,717.048889,476.783997,-306.483765,324.480621,503.420105,-294.364136,45.528351,315.947235,-71.906418,150.047119,876.519043,-47.270504,962.880249,472.056274,-151.500381,127.051636,937.9151,10.823763,518.522644,570.423523,-121.276375,998.429443,720.271484,53.864288,841.223877,581.406921,-39.942703,249.400421,809.258179,-88.552383,43.369392,737.057739,,,,,,,,,
walking,2.308333,-174.379715,888.431763,575.527161,-271.761658,892.586304,565.96106,-248.64505,555.408264,489.277802,-220.275726,73.929192,480.94574,-269.61261,19.453167,338.7034,-76.997787,884.277283,585.093201,-71.872551,538.077332,600.029602,-105.059608,144.19722,876.531738,-109.061028,25.402031,769.264099,-248.279678,978.299683,446.597565,-264.751862,999.055603,696.596985,-121.946175,998.591919,714.153015,-48.227558,963.770569,466.332214,-354.256744,716.717041,474.429077,-316.421387,547.118591,453.868835,-306.545441,324.534698,503.627167,-253.882889,74.144173,475.623322,-182.564102,26.696873,511.667297,-294.294586,45.36882,315.94577,53.759403,841.853088,574.428955,15.066602,519.04541,557.992798,-37.304482,253.198471,799.536377,-69.767426,156.012466,869.119202,-149.398544,135.714172,931.192871,-87.61866,43.584248,734.743103,-253.882889,74.144173,475.623322,-248.279678,978.299683,446.597565,-182.564102,26.696873,511.667297,-316.421387,547.118591,453.868835,-264.751862,999.055603,696.596985,-354.256744,716.717041,474.429077,-306.545441,324.534698,503.627167,-294.294586,45.36882,315.94577,-69.767426,156.012466,869.119202,-48.227558,963.770569,466.332214,-149.398544,135.714172,931.192871,15.066602,519.04541,557.992798,-121.946175,998.591919,714.153015,53.759403,841.853088,574.428955,-37.304482,253.198471,799.536377,-87.61866,43.584248,734.743103,,,,,,,,,
walking,2.316667,-175.314285,889.117981,569.650879,-272.693756,893.324707,560.083801,-249.418579,555.151062,487.968872,-220.315445,73.692474,481.118378,-269.495422,19.415915,338.745636,-77.934814,884.911194,579.217957,-69.458374,538.546448,587.178162,-101.520508,149.06665,869.974609,-109.037285,27.873613,765.617737,-249.258469,978.704407,440.569397,-265.753296,1000.053162,690.577271,-122.991684,998.786499,708.447876,-49.3367,964.5979,460.755798,-354.710144,716.179871,472.102844,-317.02713,546.741455,453.231659,-306.594086,324.575897,504.156067,-253.607101,74.153275,475.594391,-182.60228,26.787376,511.748627,-294.326508,45.378403,315.985107,53.544098,842.608765,567.578003,18.953072,519.69165,545.778748,-34.492912,256.974487,789.665344,-67.46801,161.690781,861.058838,-146.91153,143.888763,924.134705,-86.215141,44.572002,731.427673,-253.607101,74.153275,475.594391,-249.258469,978.704407,440.569397,-182.60228,26.787376,511.748627,-317.02713,546.741455,453.231659,-265.753296,1000.053162,690.577271,-354.710144,716.179871,472.102844,-306.594086,324.575897,504.156067,-294.326508,45.378403,315.985107,-67.46801,161.690781,861.058838,-49.3367,964.5979,460.755798,-146.91153,143.888763,924.134705,18.953072,519.69165,545.778748,-122.991684,998.786499,708.447876,53.544098,842.608765,567.578003,-34.492912,256.974487,789.665344,-86.215141,44.572002,731.427673,,,,,,,,,
walking,2.325,-176.143799,889.529724,563.829956,-273.521729,893.770813,554.26178,-250.058807,554.677246,486.669342,-220.265381,73.242546,481.264771,-269.255463,19.250467,338.718506,-78.765854,885.288574,573.398132,-66.862617,538.934448,574.342712,-97.895515,153.501953,862.74353,-107.965279,30.795395,760.389648,-250.251144,978.83905,434.820099,-266.65686,1000.633362,684.434021,-123.854759,998.595947,702.802002,-50.260815,965.244629,455.194672,-355.200806,715.744629,469.407593,-317.582153,546.438965,452.72522,-306.663422,324.544922,504.693878,-253.293747,73.875809,475.507843,-182.528152,26.602598,511.790985,-294.197479,45.271839,315.971832,53.500851,843.168884,560.888123,22.62092,520.253662,533.751099,-31.582863,260.084717,779.489624,-65.229813,167.171127,852.85376,-144.368454,151.152039,916.633423,-83.648552,46.210323,726.154419,-253.293747,73.875809,475.507843,-250.251144,978.83905,434.820099,-182.528152,26.602598,511.790985,-317.582153,546.438965,452.72522,-266.65686,1000.633362,684.434021,-355.200806,715.744629,469.407593,-306.663422,324.544922,504.693878,-294.197479,45.271839,315.971832,-65.229813,167.171127,852.85376,-50.260815,965.244629,455.194672,-144.368454,151.152039,916.633423,22.62092,520.253662,533.751099,-123.854759,998.595947,702.802002,53.500851,843.168884,560.888123,-31.582863,260.084717,779.489624,-83.648552,46.210323,726.154419,,,,,,,,,
