Label,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,,,,,,,,,
walking,0.716667,-174.750748,890.153381,1768.717163,-272.220551,898.034851,1763.283081,-288.410095,578.558655,1629.954224,-319.345825,98.221481,1598.088623,-362.716339,64.501999,1447.700317,-77.280922,882.271973,1774.151245,-78.457382,542.849792,1844.115234,-83.415276,82.929436,1989.52832,-49.628639,16.094141,1848.014648,-247.938065,971.994446,1643.36731,-258.592529,1019.145508,1887.37915,-108.819374,1016.326416,1896.196167,-46.734291,951.194885,1636.069946,-374.778748,745.137146,1636.825195,-362.031433,581.922424,1581.127686,-382.037231,357.31543,1621.428589,-360.394012,99.897324,1588.669067,-294.728668,39.013981,1627.049561,-377.364746,95.496109,1428.483032,56.668419,842.850037,1753.322388,-10.170718,530.285217,1799.868286,-20.100744,211.432648,1953.38208,-41.283089,91.818024,1988.213013,-108.854568,28.700752,2043.089111,-44.727978,50.11974,1816.037476,-360.394012,99.897324,1588.669067,-247.938065,971.994446,1643.36731,-294.728668,39.013981,1627.049561,-362.031433,581.922424,1581.127686,-258.592529,1019.145508,1887.37915,-374.778748,745.137146,1636.825195,-382.037231,357.31543,1621.428589,-377.364746,95.496109,1428.483032,-41.283089,91.818024,1988.213013,-46.734291,951.194885,1636.069946,-108.854568,28.700752,2043.089111,-10.170718,530.285217,1799.868286,-108.819374,1016.326416,1896.196167,56.668419,842.850037,1753.322388,-20.100744,211.432648,1953.38208,-44.727978,50.11974,1816.037476,,,,,,,,,
walking,0.725,-175.791809,888.701111,1764.124634,-273.249847,896.555847,1758.445679,-290.504395,576.551636,1626.523926,-324.196808,96.897003,1587.890381,-364.908173,65.718102,1436.215942,-78.333786,880.846436,1769.803589,-79.069107,541.782898,1841.491455,-83.541527,82.694534,1989.526001,-49.520634,15.913248,1848.042847,-248.838348,970.872986,1638.719849,-259.733368,1018.229492,1882.666992,-110.013863,1015.260559,1891.6521,-47.530449,950.009949,1631.643188,-375.758484,743.79248,1632.17627,-362.924988,581.011963,1576.941895,-383.492157,356.487457,1614.153564,-362.786957,99.485931,1576.887207,-301.818726,34.247433,1617.408325,-379.027222,96.815598,1416.067383,55.566723,842.07782,1749.466919,-10.786367,529.575134,1797.409668,-20.442463,211.515823,1952.652222,-41.402596,91.94986,1987.975586,-108.876686,28.855106,2043.064331,-44.712479,50.097965,1816.007812,-362.786957,99.485931,1576.887207,-248.838348,970.872986,1638.719849,-301.818726,34.247433,1617.408325,-362.924988,581.011963,1576.941895,-259.733368,1018.229492,1882.666992,-375.758484,743.79248,1632.17627,-383.492157,356.487457,1614.153564,-379.027222,96.815598,1416.067383,-41.402596,91.94986,1987.975586,-47.530449,950.009949,1631.643188,-108.876686,28.855106,2043.064331,-10.786367,529.575134,1797.409668,-110.013863,1015.260559,1891.6521,55.566723,842.07782,1749.466919,-20.442463,211.515823,1952.652222,-44.712479,50.097965,1816.007812,,,,,,,,,
walking,0.733333,-176.771545,887.703247,1759.550171,-274.231934,895.437256,1753.747925,-291.809387,575.271851,1622.260864,-325.811401,96.282127,1576.337402,-366.589661,66.461792,1424.408203,-79.31118,879.969238,1765.352539,-79.64286,541.227356,1838.547729,-83.673996,83.02623,1989.318481,-49.456375,15.997701,1847.999756,-249.766846,969.609436,1633.908569,-261.170624,1017.151123,1877.971802,-111.2267,1014.185059,1886.931519,-48.464203,948.7677,1627.266968,-376.886597,742.525024,1627.416992,-363.738129,580.032227,1572.436157,-384.823425,355.813629,1606.986938,-365.04007,99.322945,1565.669312,-303.780396,33.883057,1605.467651,-380.433014,97.94236,1404.385864,54.471584,841.325012,1745.472778,-11.482398,528.954285,1794.738647,-20.885782,211.756134,1951.531128,-41.46431,92.061684,1987.797974,-108.899483,29.04546,2043.01709,-44.670307,50.054474,1815.981445,-365.04007,99.322945,1565.669312,-249.766846,969.609436,1633.908569,-303.780396,33.883057,1605.467651,-363.738129,580.032227,1572.436157,-261.170624,1017.151123,1877.971802,-376.886597,742.525024,1627.416992,-384.823425,355.813629,1606.986938,-380.433014,97.94236,1404.385864,-41.46431,92.061684,1987.797974,-48.464203,948.7677,1627.266968,-108.899483,29.04546,2043.01709,-11.482398,528.954285,1794.738647,-111.2267,1014.185059,1886.931519,54.471584,841.325012,1745.472778,-20.885782,211.756134,1951.531128,-44.670307,50.054474,1815.981445,,,,,,,,,
walking,0.741667,-177.912766,886.693176,1754.866943,-275.363434,894.431396,1748.908691,-293.073242,574.319702,1617.308472,-327.13974,95.941154,1565.446167,-367.842834,67.021324,1413.32251,-80.462097,878.954956,1760.825317,-80.33889,540.573364,1835.669556,-83.854797,83.254875,1989.109253,-49.316513,16.019688,1847.966919,-250.669785,968.510986,1628.927612,-262.631805,1016.100769,1873.201416,-112.613297,1013.038757,1882.103027,-49.388275,947.587891,1622.659912,-377.977905,741.194214,1622.500122,-364.442352,578.950012,1567.699829,-386.059204,355.157532,1599.836914,-367.007202,98.966316,1555.127441,-305.207214,33.829506,1594.199707,-381.565247,98.731331,1393.360229,53.530605,840.303223,1741.779053,-12.084007,528.054565,1792.04248,-21.225748,211.982666,1950.500366,-41.529522,92.178093,1987.601318,-108.911964,29.329992,2042.937012,-44.643955,50.029465,1815.898804,-367.007202,98.966316,1555.127441,-250.669785,968.510986,1628.927612,-305.207214,33.829506,1594.199707,-364.442352,578.950012,1567.699829,-262.631805,1016.100769,1873.201416,-377.977905,741.194214,1622.500122,-386.059204,355.157532,1599.836914,-381.565247,98.731331,1393.360229,-41.529522,92.178093,1987.601318,-49.388275,947.587891,1622.659912,-108.911964,29.329992,2042.937012,-12.084007,528.054565,1792.04248,-112.613297,1013.038757,1882.103027,53.530605,840.303223,1741.779053,-21.225748,211.982666,1950.500366,-44.643955,50.029465,1815.898804,,,,,,,,,
walking,0.75,-179.080017,885.873047,1750.068604,-276.517456,893.677856,1743.983398,-293.995117,573.842346,1611.682495,-327.01767,96.09613,1553.679688,-368.441711,67.666901,1401.658569,-81.642555,878.068237,1756.153931,-81.06366,540.068481,1832.701904,-84.011749,83.669128,1988.865967,-49.181923,16.088396,1847.960449,-251.507019,967.346924,1623.752686,-264.068542,1015.10907,1868.097168,-114.05468,1011.924011,1877.203735,-50.199219,946.34259,1617.921143,-379.105194,739.860229,1617.40686,-365.125,577.958496,1562.806396,-387.228516,354.440674,1592.919312,-368.876099,98.557007,1545.277222,-303.589813,36.125137,1580.395508,-382.513794,99.259186,1383.055786,52.294838,839.424011,1737.376587,-12.846457,527.306335,1789.174316,-21.504763,212.069336,1949.515747,-41.522827,92.270317,1987.334961,-108.943947,29.723564,2042.890991,-44.593666,49.9776,1815.840454,-368.876099,98.557007,1545.277222,-251.507019,967.346924,1623.752686,-303.589813,36.125137,1580.395508,-365.125,577.958496,1562.806396,-264.068542,1015.10907,1868.097168,-379.105194,739.860229,1617.40686,-387.228516,354.440674,1592.919312,-382.513794,99.259186,1383.055786,-41.522827,92.270317,1987.334961,-50.199219,946.34259,1617.921143,-108.943947,29.723564,2042.890991,-12.846457,527.306335,1789.174316,-114.05468,1011.924011,1877.203735,52.294838,839.424011,1737.376587,-21.504763,212.069336,1949.515747,-44.593666,49.9776,1815.840454,,,,,,,,,
walking,0.758333,-180.482452,885.049988,1745.174805,-277.898743,893.000427,1738.939819,-295.377502,573.427917,1606.005249,-328.189819,96.283195,1543.135864,-368.835114,68.327614,1390.816895,-83.06617,877.099548,1751.40979,-81.922325,539.482117,1829.620239,-84.154671,84.04982,1988.594238,-49.003387,16.133383,1847.930298,-252.573761,966.262878,1618.489014,-265.740875,1014.029724,1863.010742,-115.533066,1010.869263,1872.211304,-51.221153,945.211853,1613.006592,-380.332611,738.686462,1611.825195,-365.864746,576.855042,1557.72168,-388.338043,353.505219,1585.988647,-370.323059,97.982826,1536.201294,-303.793915,38.552402,1567.817505,-383.267853,99.580498,1373.677612,51.016453,838.616455,1733.143555,-13.521981,526.336365,1786.014038,-21.768696,212.316422,1948.228882,-41.504154,92.518387,1987.10791,-108.934288,30.186115,2042.797119,-44.550354,49.946228,1815.758911,-370.323059,97.982826,1536.201294,-252.573761,966.262878,1618.489014,-303.793915,38.552402,1567.817505,-365.864746,576.855042,1557.72168,-265.740875,1014.029724,1863.010742,-380.332611,738.686462,1611.825195,-388.338043,353.505219,1585.988647,-383.267853,99.580498,1373.677612,-41.504154,92.518387,1987.10791,-51.221153,945.211853,1613.006592,-108.934288,30.186115,2042.797119,-13.521981,526.336365,1786.014038,-115.533066,1010.869263,1872.211304,51.016453,838.616455,1733.143555,-21.768696,212.316422,1948.228882,-44.550354,49.946228,1815.758911,,,,,,,,,
walking,0.766667,-181.91362,884.133179,1740.144165,-279.306763,892.185669,1733.68335,-296.613586,572.774536,1600.339111,-329.1203,96.070915,1534.057983,-368.722412,68.818314,1381.337158,-84.520447,876.080627,1746.60498,-82.77494,538.828613,1826.365356,-84.334999,84.453613,1988.344482,-48.855503,16.133837,1847.958252,-253.506363,965.197998,1613.192993,-267.454926,1013.014771,1857.641357,-117.228874,1009.753357,1867.008423,-52.347225,944.019226,1608.267944,-381.635986,737.696289,1605.687988,-366.69397,575.84137,1552.375854,-389.365143,352.416931,1579.350098,-371.518646,97.275536,1527.991089,-303.222717,39.894749,1557.213379,-383.898987,99.843605,1365.296265,49.811832,837.522888,1729.087402,-14.194708,525.398499,1782.77063,-22.006323,212.492828,1947.080688,-41.478401,92.746735,1986.746948,-109.008179,30.774881,2042.746826,-44.506744,49.872223,1815.713989,-371.518646,97.275536,1527.991089,-253.506363,965.197998,1613.192993,-303.222717,39.894749,1557.213379,-366.69397,575.84137,1552.375854,-267.454926,1013.014771,1857.641357,-381.635986,737.696289,1605.687988,-389.365143,352.416931,1579.350098,-383.898987,99.843605,1365.296265,-41.478401,92.746735,1986.746948,-52.347225,944.019226,1608.267944,-109.008179,30.774881,2042.746826,-14.194708,525.398499,1782.77063,-117.228874,1009.753357,1867.008423,49.811832,837.522888,1729.087402,-22.006323,212.492828,1947.080688,-44.506744,49.872223,1815.713989,,,,,,,,,
walking,0.775,-183.419983,883.118958,1734.933472,-280.790375,891.248718,1728.231201,-297.842133,571.877747,1594.757568,-330.061646,95.491257,1526.098022,-368.261078,69.183228,1372.855225,-86.049583,874.989136,1741.635742,-83.609283,538.083191,1822.827881,-84.397041,84.885925,1988.078979,-48.672592,16.181633,1847.942871,-254.640961,964.264221,1607.576538,-269.289917,1012.018799,1852.284424,-119.010765,1008.678467,1861.717285,-53.370964,942.78186,1603.317261,-383.112671,736.581665,1599.914307,-367.513611,574.660828,1546.934937,-390.346924,351.284546,1572.942383,-372.339294,96.219803,1520.669678,-302.789062,40.447041,1547.914795,-384.167511,99.866653,1357.693359,48.462112,836.720581,1724.592163,-14.762261,524.2146,1779.133423,-22.307812,212.826096,1945.675781,-41.448048,93.142197,1986.430054,-108.887482,31.223042,2042.710571,-44.463516,49.82737,1815.681519,-372.339294,96.219803,1520.669678,-254.640961,964.264221,1607.576538,-302.789062,40.447041,1547.914795,-367.513611,574.660828,1546.934937,-269.289917,1012.018799,1852.284424,-383.112671,736.581665,1599.914307,-390.346924,351.284546,1572.942383,-384.167511,99.866653,1357.693359,-41.448048,93.142197,1986.430054,-53.370964,942.78186,1603.317261,-108.887482,31.223042,2042.710571,-14.762261,524.2146,1779.133423,-119.010765,1008.678467,1861.717285,48.462112,836.720581,1724.592163,-22.307812,212.826096,1945.675781,-44.463516,49.82737,1815.681519,,,,,,,,,
walking,0.783333,-184.95256,882.071228,1729.621216,-282.300415,890.25116,1722.657349,-299.061462,570.831238,1589.264282,-331.045349,94.624283,1519.262573,-367.728485,69.076187,1365.521729,-87.604721,873.891357,1736.584961,-84.461441,537.337524,1819.200806,-84.500412,85.386009,1987.830811,-48.491173,16.249933,1847.980225,-255.797394,963.116089,1602.026001,-271.149261,1011.088989,1846.673828,-120.932945,1007.592651,1856.441406,-54.46793,941.606384,1598.159912,-384.559723,735.423828,1594.05957,-368.301819,573.462219,1541.338257,-391.233765,350.016205,1566.847534,-372.983887,95.008972,1514.192139,-302.457611,40.647511,1540.180664,-384.41748,99.412125,1350.953003,47.269268,835.647522,1720.098389,-15.378843,523.182129,1775.64502,-22.624504,213.077606,1944.291504,-41.420029,93.584427,1986.066895,-108.775368,31.802378,2042.725098,-44.444199,49.782997,1815.664673,-372.983887,95.008972,1514.192139,-255.797394,963.116089,1602.026001,-302.457611,40.647511,1540.180664,-368.301819,573.462219,1541.338257,-271.149261,1011.088989,1846.673828,-384.559723,735.423828,1594.05957,-391.233765,350.016205,1566.847534,-384.41748,99.412125,1350.953003,-41.420029,93.584427,1986.066895,-54.46793,941.606384,1598.159912,-108.775368,31.802378,2042.725098,-15.378843,523.182129,1775.64502,-120.932945,1007.592651,1856.441406,47.269268,835.647522,1720.098389,-22.624504,213.077606,1944.291504,-44.444199,49.782997,1815.664673,,,,,,,,,
walking,0.791667,-186.548019,880.975952,1724.083008,-283.876373,889.160889,1716.858032,-300.175903,569.594604,1583.758423,-331.766907,93.38868,1513.572266,-367.092194,68.239265,1359.44812,-89.219666,872.791077,1731.307861,-85.317001,536.591125,1815.320312,-84.54306,86.007805,1987.571289,-48.295963,16.318411,1848.057129,-257.009338,962.154968,1596.158203,-273.092743,1010.172729,1840.996826,-122.924911,1006.542297,1850.835938,-55.763187,940.385559,1592.981812,-386.042114,734.2146,1587.971436,-369.100128,572.0979,1535.599121,-391.913818,348.645966,1561.154663,-373.40683,93.581871,1508.593872,-302.117767,40.154068,1533.48584,-384.360962,98.027206,1345.65625,46.0821,834.622375,1715.246338,-16.030853,522.17627,1771.656372,-22.859768,213.350876,1942.818237,-41.30695,94.120972,1985.695801,-108.608078,32.584614,2042.778442,-44.42104,49.72543,1815.666138,-373.40683,93.581871,1508.593872,-257.009338,962.154968,1596.158203,-302.117767,40.154068,1533.48584,-369.100128,572.0979,1535.599121,-273.092743,1010.172729,1840.996826,-386.042114,734.2146,1587.971436,-391.913818,348.645966,1561.154663,-384.360962,98.027206,1345.65625,-41.30695,94.120972,1985.695801,-55.763187,940.385559,1592.981812,-108.608078,32.584614,2042.778442,-16.030853,522.17627,1771.656372,-122.924911,1006.542297,1850.835938,46.0821,834.622375,1715.246338,-22.859768,213.350876,1942.818237,-44.42104,49.72543,1815.666138,,,,,,,,,
walking,0.8,-188.274567,879.913147,1718.432739,-285.582611,888.103577,1710.945923,-301.260559,568.365723,1578.184448,-332.388702,91.994049,1508.921387,-366.234558,66.819313,1354.469727,-90.966507,871.722717,1725.919556,-86.221458,535.865417,1811.248901,-84.519463,86.760399,1987.311646,-48.119724,16.435741,1848.156616,-258.393677,961.103394,1590.171021,-275.143829,1009.235046,1835.141235,-125.070747,1005.456421,1845.314209,-57.19154,939.130798,1587.604248,-387.436554,733.030212,1581.652344,-369.97937,570.638,1529.788452,-392.440918,347.162567,1555.70813,-373.597412,91.866539,1503.898438,-301.781586,39.764168,1528.509766,-384.073578,96.202301,1340.99646,44.718441,833.696106,1710.024048,-16.688341,521.177246,1767.552002,-23.121553,213.692551,1941.248169,-41.200035,94.723709,1985.30249,-108.306587,33.533482,2042.884766,-44.440952,49.692181,1815.661377,-373.597412,91.866539,1503.898438,-258.393677,961.103394,1590.171021,-301.781586,39.764168,1528.509766,-369.97937,570.638,1529.788452,-275.143829,1009.235046,1835.141235,-387.436554,733.030212,1581.652344,-392.440918,347.162567,1555.70813,-384.073578,96.202301,1340.99646,-41.200035,94.723709,1985.30249,-57.19154,939.130798,1587.604248,-108.306587,33.533482,2042.884766,-16.688341,521.177246,1767.552002,-125.070747,1005.456421,1845.314209,44.718441,833.696106,1710.024048,-23.121553,213.692551,1941.248169,-44.440952,49.692181,1815.661377,,,,,,,,,
walking,0.808333,-190.077179,878.862427,1712.687012,-287.355011,887.108398,1704.873413,-302.363922,567.227234,1572.380005,-333.175018,90.515137,1505.353638,-365.120087,64.728683,1350.598511,-92.799377,870.616516,1720.50061,-87.105515,535.118713,1807.175537,-84.366913,87.521194,1987.02356,-47.831383,16.556866,1848.229126,-259.728668,960.080444,1583.945801,-277.32254,1008.259766,1829.204468,-127.386955,1004.327393,1839.52478,-58.548534,937.72876,1582.172974,-388.94574,731.863525,1574.988037,-370.649597,569.128479,1523.866577,-392.957397,345.443573,1550.593872,-373.799042,90.074356,1499.950439,-301.67041,39.771156,1525.205811,-383.551819,93.780861,1337.135864,43.474751,832.483643,1705.360352,-17.369539,520.201355,1763.456421,-23.314835,214.051086,1939.566162,-40.957512,95.372612,1984.853638,-107.662407,34.416111,2042.983765,-44.466587,49.632729,1815.686646,-373.799042,90.074356,1499.950439,-259.728668,960.080444,1583.945801,-301.67041,39.771156,1525.205811,-370.649597,569.128479,1523.866577,-277.32254,1008.259766,1829.204468,-388.94574,731.863525,1574.988037,-392.957397,345.443573,1550.593872,-383.551819,93.780861,1337.135864,-40.957512,95.372612,1984.853638,-58.548534,937.72876,1582.172974,-107.662407,34.416111,2042.983765,-17.369539,520.201355,1763.456421,-127.386955,1004.327393,1839.52478,43.474751,832.483643,1705.360352,-23.314835,214.051086,1939.566162,-44.466587,49.632729,1815.686646,,,,,,,,,
walking,0.816667,-191.964127,877.774292,1706.726562,-289.208038,886.18988,1698.676636,-303.588623,566.267639,1566.212646,-334.296661,89.013275,1503.112915,-363.732056,61.952003,1348.077881,-94.7202,869.358704,1714.776489,-88.041687,534.225647,1802.782104,-84.207047,88.285385,1986.681152,-47.481239,16.703032,1848.254883,-261.264862,958.997986,1577.599243,-279.653656,1007.237427,1823.077271,-129.265579,1002.351501,1833.538452,-59.955322,936.417847,1576.403198,-390.459045,730.549622,1568.360718,-371.177765,567.419189,1517.855957,-393.332245,343.641205,1545.641357,-373.768127,88.07473,1497.064209,-301.924225,40.634266,1523.858765,-382.881866,90.746193,1334.357544,41.962246,831.499512,1700.072266,-18.289047,519.226868,1758.946411,-23.450687,214.4039,1937.755859,-40.711681,96.15609,1984.447021,-106.938995,35.198055,2043.063599,-44.476231,49.591763,1815.671387,-373.768127,88.07473,1497.064209,-261.264862,958.997986,1577.599243,-301.924225,40.634266,1523.858765,-371.177765,567.419189,1517.855957,-279.653656,1007.237427,1823.077271,-390.459045,730.549622,1568.360718,-393.332245,343.641205,1545.641357,-382.881866,90.746193,1334.357544,-40.711681,96.15609,1984.447021,-59.955322,936.417847,1576.403198,-106.938995,35.198055,2043.063599,-18.289047,519.226868,1758.946411,-129.265579,1002.351501,1833.538452,41.962246,831.499512,1700.072266,-23.450687,214.4039,1937.755859,-44.476231,49.591763,1815.671387,,,,,,,,,
walking,0.825,-193.982773,876.552002,1700.45813,-291.191406,885.097717,1692.124512,-304.765289,565.079468,1559.807617,-335.099792,87.174652,1501.643677,-362.024719,58.654716,1346.413818,-96.774147,868.006226,1708.79187,-89.010872,533.258972,1798.165894,-84.013367,89.096458,1986.290649,-47.066399,16.804934,1848.292603,-262.824402,957.952698,1571.090332,-282.17157,1006.124512,1816.547485,-131.4189,1000.605713,1827.328735,-61.583439,935.062744,1570.584106,-391.895172,729.229187,1561.314453,-371.732178,565.65741,1511.780884,-393.734314,341.624878,1541.082275,-373.519287,85.786766,1495.21582,-301.761292,40.455097,1522.935547,-381.944672,86.915977,1332.529419,40.615639,830.244019,1694.855835,-19.204464,518.193298,1754.368164,-23.4764,214.792282,1935.811768,-40.487209,96.877441,1983.89502,-106.103096,36.333595,2043.091309,-44.492428,49.504169,1815.591675,-373.519287,85.786766,1495.21582,-262.824402,957.952698,1571.090332,-301.761292,40.455097,1522.935547,-371.732178,565.65741,1511.780884,-282.17157,1006.124512,1816.547485,-391.895172,729.229187,1561.314453,-393.734314,341.624878,1541.082275,-381.944672,86.915977,1332.529419,-40.487209,96.877441,1983.89502,-61.583439,935.062744,1570.584106,-106.103096,36.333595,2043.091309,-19.204464,518.193298,1754.368164,-131.4189,1000.605713,1827.328735,40.615639,830.244019,1694.855835,-23.4764,214.792282,1935.811768,-44.492428,49.504169,1815.591675,,,,,,,,,
walking,0.833333,-196.081268,875.331482,1694.043823,-293.257965,883.947571,1685.414185,-305.938202,563.762207,1553.413086,-335.95224,85.191788,1500.822021,-360.287781,54.482327,1345.58252,-98.90461,866.715393,1702.673584,-90.043823,532.331604,1793.297363,-83.909569,90.070305,1985.816528,-46.731518,16.902342,1848.343384,-264.426727,956.928467,1564.433105,-284.806854,1004.929077,1810.090088,-133.85997,998.840088,1821.10498,-63.327812,933.701172,1564.613525,-393.149078,727.758667,1554.042603,-372.38443,563.960083,1505.640015,-394.090088,339.592712,1536.855225,-373.50943,83.948822,1494.220337,-301.708954,40.16597,1522.874023,-380.889984,81.988411,1331.328613,39.107323,829.335693,1688.979614,-20.126846,517.088196,1749.530151,-23.541965,215.263519,1933.763916,-40.241814,97.738258,1983.381104,-105.561401,37.819031,2043.007568,-44.485985,49.403725,1815.490601,-373.50943,83.948822,1494.220337,-264.426727,956.928467,1564.433105,-301.708954,40.16597,1522.874023,-372.38443,563.960083,1505.640015,-284.806854,1004.929077,1810.090088,-393.149078,727.758667,1554.042603,-394.090088,339.592712,1536.855225,-380.889984,81.988411,1331.328613,-40.241814,97.738258,1983.381104,-63.327812,933.701172,1564.613525,-105.561401,37.819031,2043.007568,-20.126846,517.088196,1749.530151,-133.85997,998.840088,1821.10498,39.107323,829.335693,1688.979614,-23.541965,215.263519,1933.763916,-44.485985,49.403725,1815.490601,,,,,,,,,
walking,0.841667,-198.273026,874.11731,1687.487305,-295.424896,882.750793,1678.600952,-307.360046,562.433105,1546.851685,-337.362915,83.298981,1499.665039,-358.862457,49.329113,1344.686279,-101.121124,865.483826,1696.373535,-91.100914,531.44873,1788.155273,-83.783577,91.269257,1985.347412,-46.535896,16.999937,1848.485229,-266.292969,955.814697,1557.72937,-287.583496,1003.635742,1803.489502,-136.429169,997.071716,1814.750977,-65.240356,932.365051,1558.43457,-394.537262,726.005737,1547.21582,-372.902679,562.341675,1499.134155,-393.993896,337.805328,1532.780884,-373.944855,83.148643,1493.023315,-302.397583,39.954975,1523.21875,-380.211517,75.920166,1329.334839,37.4366,828.193054,1683.162842,-21.139488,516.115479,1744.530273,-23.674717,215.88739,1931.63623,-39.807232,98.887527,1983.009155,-105.179184,39.901211,2042.893433,-44.497345,49.299267,1815.345459,-373.944855,83.148643,1493.023315,-266.292969,955.814697,1557.72937,-302.397583,39.954975,1523.21875,-372.902679,562.341675,1499.134155,-287.583496,1003.635742,1803.489502,-394.537262,726.005737,1547.21582,-393.993896,337.805328,1532.780884,-380.211517,75.920166,1329.334839,-39.807232,98.887527,1983.009155,-65.240356,932.365051,1558.43457,-105.179184,39.901211,2042.893433,-21.139488,516.115479,1744.530273,-136.429169,997.071716,1814.750977,37.4366,828.193054,1683.162842,-23.674717,215.88739,1931.63623,-44.497345,49.299267,1815.345459,,,,,,,,,
walking,0.85,-200.507339,873.03479,1681.035767,-297.638428,881.66333,1671.919312,-309.048187,561.322449,1540.179688,-339.461426,81.751045,1497.958496,-357.908508,44.896954,1343.245605,-103.376251,864.40625,1690.152222,-92.120651,530.656189,1782.82373,-83.529915,92.682243,1984.817017,-46.454258,17.085262,1848.636597,-268.33728,954.767639,1551.096191,-290.439758,1002.272156,1796.833008,-139.034668,995.448364,1808.486572,-67.269829,931.154724,1552.494385,-395.646851,724.288879,1541.119141,-373.548889,561.385925,1492.479614,-393.849304,336.908112,1528.042358,-374.804596,82.794327,1491.07373,-304.177307,39.785408,1523.397339,-379.912354,70.912552,1326.570801,35.554249,827.341492,1677.227173,-22.187086,515.114319,1739.009033,-23.718573,216.556168,1929.564941,-39.421391,100.034218,1982.508667,-104.785423,42.364365,2042.755615,-44.497543,49.155502,1815.164795,-374.804596,82.794327,1491.07373,-268.33728,954.767639,1551.096191,-304.177307,39.785408,1523.397339,-373.548889,561.385925,1492.479614,-290.439758,1002.272156,1796.833008,-395.646851,724.288879,1541.119141,-393.849304,336.908112,1528.042358,-379.912354,70.912552,1326.570801,-39.421391,100.034218,1982.508667,-67.269829,931.154724,1552.494385,-104.785423,42.364365,2042.755615,-22.187086,515.114319,1739.009033,-139.034668,995.448364,1808.486572,35.554249,827.341492,1677.227173,-23.718573,216.556168,1929.564941,-44.497543,49.155502,1815.164795,,,,,,,,,
walking,0.858333,-202.723038,872.189697,1674.56543,-299.834381,880.844482,1665.265503,-310.841431,560.707092,1532.998169,-341.763885,80.687431,1496.649292,-358.263763,42.675022,1341.996704,-105.611717,863.534912,1683.865356,-93.09761,529.983887,1777.089844,-83.240829,94.384819,1984.098389,-46.447018,17.274157,1848.692383,-270.380524,953.962891,1544.258911,-293.230469,1000.93219,1790.405151,-141.73291,993.924316,1802.379639,-69.218094,930.078003,1546.239258,-396.677002,723.536682,1534.93042,-374.636505,561.601196,1485.460449,-394.070251,337.24295,1523.031738,-375.841309,82.658836,1488.918945,-306.238708,39.449978,1523.634888,-380.903992,68.805359,1324.449219,33.760368,826.499878,1671.327148,-23.270311,514.280518,1733.026733,-23.744471,217.722961,1926.811157,-39.019417,101.441254,1982.0802,-104.414604,45.032059,2042.533203,-44.509384,49.040123,1814.873535,-375.841309,82.658836,1488.918945,-270.380524,953.962891,1544.258911,-306.238708,39.449978,1523.634888,-374.636505,561.601196,1485.460449,-293.230469,1000.93219,1790.405151,-396.677002,723.536682,1534.93042,-394.070251,337.24295,1523.031738,-380.903992,68.805359,1324.449219,-39.019417,101.441254,1982.0802,-69.218094,930.078003,1546.239258,-104.414604,45.032059,2042.533203,-23.270311,514.280518,1733.026733,-141.73291,993.924316,1802.379639,33.760368,826.499878,1671.327148,-23.744471,217.722961,1926.811157,-44.509384,49.040123,1814.873535,,,,,,,,,
walking,0.866667,-204.97728,871.466492,1668.040771,-302.075348,880.173645,1658.651611,-312.608826,560.473206,1525.293335,-343.918396,80.002724,1495.897949,-359.774414,41.444736,1341.31311,-107.879204,862.759399,1677.429932,-94.069633,529.35376,1770.990967,-82.923645,96.295891,1983.200684,-46.39563,17.465725,1848.716064,-272.586517,953.443054,1537.582886,-295.718384,999.797852,1784.081665,-144.311142,992.568787,1796.128052,-71.227661,929.372498,1539.935791,-398.302307,723.198364,1528.674561,-376.109711,562.35321,1478.260498,-395.493683,338.09729,1517.654663,-376.727661,82.546715,1487.062988,-308.235748,38.938313,1524.059937,-382.836731,67.71067,1323.116455,31.954594,825.927551,1665.025146,-24.253498,513.489136,1726.621216,-23.795637,219.199905,1924.025635,-38.634514,102.929932,1981.479736,-104.062355,47.884731,2042.166016,-44.45068,48.822353,1814.544434,-376.727661,82.546715,1487.062988,-272.586517,953.443054,1537.582886,-308.235748,38.938313,1524.059937,-376.109711,562.35321,1478.260498,-295.718384,999.797852,1784.081665,-398.302307,723.198364,1528.674561,-395.493683,338.09729,1517.654663,-382.836731,67.71067,1323.116455,-38.634514,102.929932,1981.479736,-71.227661,929.372498,1539.935791,-104.062355,47.884731,2042.166016,-24.253498,513.489136,1726.621216,-144.311142,992.568787,1796.128052,31.954594,825.927551,1665.025146,-23.795637,219.199905,1924.025635,-44.45068,48.822353,1814.544434,,,,,,,,,
