Label,Time,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
standing up,0,431.272644,507.445923,314.727234,440.764404,514.030334,411.982361,112.640915,527.0896,522.74469,215.698517,56.242882,542.208679,61.493217,19.352432,519.972778,421.780914,500.861511,217.472137,85.572632,511.871033,134.126221,199.925339,43.39069,122.044662,46.147957,13.910983,155.482712,,,,628.546692,526.387573,380.35495,622.483276,517.092468,233.369507,369.744812,627.336121,202.383728,289.553131,556.3396,572.774048,108.40197,530.103821,601.557434,143.654984,320.120605,607.142456,200.35112,78.997993,557.357422,262.84259,34.331554,501.961823,35.418896,47.836662,548.820557,398.106476,566.924744,57.846706,56.329964,523.794861,36.012615,149.331589,187.640121,74.086449,191.738022,81.71978,97.31974,251.938766,30.207413,171.37619,22.371775,46.757122,121.965675,200.35112,78.997993,557.357422,,,,262.84259,34.331554,501.961823,108.40197,530.103821,601.557434,628.546692,526.387573,380.35495,289.553131,556.3396,572.774048,143.654984,320.120605,607.142456,35.418896,47.836662,548.820557,191.738022,81.71978,97.31974,369.744812,627.336121,202.383728,251.938766,30.207413,171.37619,56.329964,523.794861,36.012615,622.483276,517.092468,233.369507,398.106476,566.924744,57.846706,149.331589,187.640121,74.086449,22.371775,46.757122,121.965675
standing up,0.008333,431.309814,507.464172,314.674652,440.809082,514.053955,411.92865,112.643181,527.142273,522.56189,215.799652,56.328686,542.299805,61.550827,19.546841,520.185852,421.810577,500.87439,217.420639,85.573647,512.010986,134.207047,199.845306,43.514908,121.972946,46.06937,14.079828,155.456696,,,,628.638245,526.385376,380.323059,622.5495,517.104004,233.278992,369.704742,627.326965,202.341797,289.495605,556.458313,572.684021,108.354385,530.197632,601.35498,143.677017,320.251129,607.144836,200.391159,79.168434,557.468933,262.892212,34.355244,502.080627,35.521534,48.054951,548.988159,398.144562,566.865601,57.775219,56.343018,523.778503,36.095322,149.333633,187.661362,74.10289,191.293655,82.019478,96.710266,251.87117,30.374825,171.336823,22.345198,46.955887,122.006096,200.391159,79.168434,557.468933,,,,262.892212,34.355244,502.080627,108.354385,530.197632,601.35498,628.638245,526.385376,380.323059,289.495605,556.458313,572.684021,143.677017,320.251129,607.144836,35.521534,48.054951,548.988159,191.293655,82.019478,96.710266,369.704742,627.326965,202.341797,251.87117,30.374825,171.336823,56.343018,523.778503,36.095322,622.5495,517.104004,233.278992,398.144562,566.865601,57.775219,149.333633,187.661362,74.10289,22.345198,46.955887,122.006096
standing up,0.016667,431.404053,507.42041,314.563721,440.89444,514.032349,411.817078,112.697929,526.997681,522.373535,215.969391,56.219429,542.352051,61.647518,19.664417,520.372131,421.913666,500.808472,217.310349,85.655663,511.864655,134.171356,199.977936,43.379009,122.008545,46.192394,14.051471,155.542557,,,,628.717468,526.391724,380.271851,622.618713,517.104797,233.169113,369.757874,627.302368,202.138626,289.578247,556.407898,572.516052,108.433266,530.1698,601.075684,143.761734,320.158875,607.012451,200.527679,78.966736,557.504578,263.015106,34.096916,502.145538,35.648293,48.255054,549.169922,398.225067,566.83429,57.635204,56.38855,523.764832,36.168194,149.360825,187.632553,74.132362,191.755402,81.69268,97.242035,251.99971,30.147512,171.293655,22.424641,46.938808,122.05172,200.527679,78.966736,557.504578,,,,263.015106,34.096916,502.145538,108.433266,530.1698,601.075684,628.717468,526.391724,380.271851,289.578247,556.407898,572.516052,143.761734,320.158875,607.012451,35.648293,48.255054,549.169922,191.755402,81.69268,97.242035,369.757874,627.302368,202.138626,251.99971,30.147512,171.293655,56.38855,523.764832,36.168194,622.618713,517.104797,233.169113,398.225067,566.83429,57.635204,149.360825,187.632553,74.132362,22.424641,46.938808,122.05172
standing up,0.025,431.467041,507.425598,314.497375,440.96167,514.043457,411.749969,112.726151,527.055542,522.185303,216.120926,56.313126,542.368652,61.723709,19.968693,520.569336,421.972382,500.80777,217.244812,85.683762,511.967773,134.243622,199.944916,43.471008,121.935905,46.153725,14.220849,155.511612,,,,628.814636,526.393188,380.215759,622.697449,517.121826,233.099579,369.732819,627.2771,202.091217,289.59314,556.51062,572.383179,108.461128,530.281677,600.835205,143.826401,320.294006,606.903015,200.607971,79.144981,557.554504,263.072876,34.086906,502.164246,35.801361,48.619667,549.340454,398.28952,566.771973,57.545654,56.42712,523.777649,36.275166,149.404129,187.629074,74.128815,191.450638,81.905838,96.789864,251.976578,30.25054,171.23204,22.425114,47.140587,122.074287,200.607971,79.144981,557.554504,,,,263.072876,34.086906,502.164246,108.461128,530.281677,600.835205,628.814636,526.393188,380.215759,289.59314,556.51062,572.383179,143.826401,320.294006,606.903015,35.801361,48.619667,549.340454,191.450638,81.905838,96.789864,369.732819,627.2771,202.091217,251.976578,30.25054,171.23204,56.42712,523.777649,36.275166,622.697449,517.121826,233.099579,398.28952,566.771973,57.545654,149.404129,187.629074,74.128815,22.425114,47.140587,122.074287
standing up,0.033333,431.580658,507.370544,314.405609,441.069672,514.009155,411.657318,112.799736,527.043091,521.987671,216.277985,56.328384,542.389099,61.792137,20.242027,520.789612,422.091675,500.731873,217.153915,85.778297,511.955963,134.261734,199.986694,43.446777,121.937935,46.188042,14.305465,155.573898,,,,628.924438,526.383789,380.169403,622.788269,517.11554,232.983398,369.823242,627.18396,201.939575,289.667389,556.527283,572.231506,108.540207,530.314697,600.617493,143.907669,320.318634,606.776062,200.699692,79.154129,557.613037,263.134247,33.97517,502.203888,35.945,48.960934,549.530029,398.416656,566.735168,57.412376,56.501404,523.806335,36.378563,149.409378,187.672104,74.184761,191.575638,81.840515,96.907951,252.018188,30.163513,171.198624,22.457466,47.247257,122.131874,200.699692,79.154129,557.613037,,,,263.134247,33.97517,502.203888,108.540207,530.314697,600.617493,628.924438,526.383789,380.169403,289.667389,556.527283,572.231506,143.907669,320.318634,606.776062,35.945,48.960934,549.530029,191.575638,81.840515,96.907951,369.823242,627.18396,201.939575,252.018188,30.163513,171.198624,56.501404,523.806335,36.378563,622.788269,517.11554,232.983398,398.416656,566.735168,57.412376,149.409378,187.672104,74.184761,22.457466,47.247257,122.131874
standing up,0.041667,431.701202,507.329651,314.322388,441.186462,513.97937,411.573639,112.871674,527.000854,521.771912,216.454575,56.315155,542.31073,61.8871,20.45919,520.913208,422.215973,500.679901,217.071106,85.878075,511.902924,134.278275,200.093521,43.396385,121.918068,46.272514,14.357455,155.540573,,,,629.038879,526.385498,380.096802,622.882446,517.129456,232.927109,369.873688,627.132751,201.824646,289.797333,556.527771,572.031067,108.670921,530.343811,600.349243,144.027924,320.333435,606.561646,200.817383,79.13826,557.532837,263.232086,33.843357,502.141113,36.094387,49.224285,549.629822,398.520416,566.715942,57.327206,56.582577,523.840759,36.483181,149.5233,187.638474,74.186066,191.753098,81.736313,97.052734,252.104111,30.040447,171.153915,22.550035,47.315746,122.087219,200.817383,79.13826,557.532837,,,,263.232086,33.843357,502.141113,108.670921,530.343811,600.349243,629.038879,526.385498,380.096802,289.797333,556.527771,572.031067,144.027924,320.333435,606.561646,36.094387,49.224285,549.629822,191.753098,81.736313,97.052734,369.873688,627.132751,201.824646,252.104111,30.040447,171.153915,56.582577,523.840759,36.483181,622.882446,517.129456,232.927109,398.520416,566.715942,57.327206,149.5233,187.638474,74.186066,22.550035,47.315746,122.087219
standing up,0.05,431.823547,507.265259,314.281891,441.310425,513.928955,411.532043,112.955894,527.102356,521.593628,216.549057,56.424438,542.258667,61.922325,20.697773,521.073669,422.33667,500.601593,217.031723,85.970284,512.021606,134.381821,200.052338,43.486328,121.879478,46.222954,14.500409,155.50914,,,,629.173035,526.347717,380.073212,622.997986,517.125977,232.83934,369.955292,626.960449,201.777115,289.864014,556.585754,571.928345,108.733429,530.454712,600.211975,144.105164,320.435516,606.437866,200.846008,79.335732,557.530029,263.228577,33.916824,502.103851,36.21109,49.467133,549.747864,398.693665,566.671814,57.346905,56.678173,523.88562,36.586639,149.571182,187.708847,74.249352,191.431961,81.983932,96.604454,252.059036,30.135374,171.140656,22.551212,47.469006,122.116302,200.846008,79.335732,557.530029,,,,263.228577,33.916824,502.103851,108.733429,530.454712,600.211975,629.173035,526.347717,380.073212,289.864014,556.585754,571.928345,144.105164,320.435516,606.437866,36.21109,49.467133,549.747864,191.431961,81.983932,96.604454,369.955292,626.960449,201.777115,252.059036,30.135374,171.140656,56.678173,523.88562,36.586639,622.997986,517.125977,232.83934,398.693665,566.671814,57.346905,149.571182,187.708847,74.249352,22.551212,47.469006,122.116302
standing up,0.058333,431.990051,507.125671,314.218353,441.470367,513.813965,411.467499,113.078865,526.986267,521.419128,216.692093,56.315304,542.143494,61.997116,20.79023,521.118042,422.509766,500.437378,216.969193,86.12841,511.867279,134.381561,200.223953,43.333946,121.930145,46.372829,14.430154,155.531281,,,,629.298767,526.329529,380.017059,623.094055,517.121643,232.779022,370.101532,626.710388,201.659348,290.061737,556.468262,571.765137,108.904587,530.401306,600.013977,144.237457,320.333496,606.199036,200.955276,79.149834,557.380432,263.302856,33.711117,502.012207,36.333076,49.595837,549.776245,398.818604,566.72168,57.295052,56.789349,523.928406,36.652657,149.681473,187.699966,74.265038,191.970154,81.65493,97.230644,252.196289,29.88014,171.12851,22.669132,47.391087,122.09494,200.955276,79.149834,557.380432,,,,263.302856,33.711117,502.012207,108.904587,530.401306,600.013977,629.298767,526.329529,380.017059,290.061737,556.468262,571.765137,144.237457,320.333496,606.199036,36.333076,49.595837,549.776245,191.970154,81.65493,97.230644,370.101532,626.710388,201.659348,252.196289,29.88014,171.12851,56.789349,523.928406,36.652657,623.094055,517.121643,232.779022,398.818604,566.72168,57.295052,149.681473,187.699966,74.265038,22.669132,47.391087,122.09494
standing up,0.066667,432.099762,506.976532,314.202759,441.578796,513.698853,411.449646,113.153694,527.10614,521.271973,216.719452,56.42754,542.058472,61.992733,20.963625,521.164673,422.620728,500.254211,216.955872,86.213318,512.024048,134.522354,200.15892,43.459026,121.893219,46.302155,14.564563,155.47612,,,,629.446655,526.248047,380.042206,623.203918,517.100647,232.715546,370.119232,626.312744,201.594162,290.124451,556.51001,571.746216,108.974915,530.472351,599.920654,144.331436,320.433044,606.075195,200.900116,79.367805,557.331482,263.266479,33.851448,501.956757,36.384026,49.748997,549.769348,398.898071,566.741821,57.360115,56.881847,523.973511,36.735271,149.753769,187.761642,74.361778,191.536423,81.955612,96.687531,252.123322,30.069267,171.134277,22.655048,47.541851,122.107201,200.900116,79.367805,557.331482,,,,263.266479,33.851448,501.956757,108.974915,530.472351,599.920654,629.446655,526.248047,380.042206,290.124451,556.51001,571.746216,144.331436,320.433044,606.075195,36.384026,49.748997,549.769348,191.536423,81.955612,96.687531,370.119232,626.312744,201.594162,252.123322,30.069267,171.134277,56.881847,523.973511,36.735271,623.203918,517.100647,232.715546,398.898071,566.741821,57.360115,149.753769,187.761642,74.361778,22.655048,47.541851,122.107201
standing up,0.075,432.279968,506.74826,314.199799,441.746033,513.504883,411.445557,113.292847,527.057556,521.16626,216.739777,56.355061,542.00293,61.99263,20.954512,521.152405,422.813934,499.991699,216.954056,86.397171,511.934631,134.583618,200.242218,43.344856,121.965935,46.376064,14.501065,155.5495,,,,629.571411,526.147705,380.08844,623.307922,517.062317,232.669861,370.345825,625.9104,201.539612,290.302429,556.38147,571.699158,109.128265,530.402893,599.8255,144.4328,320.356689,605.946594,200.918945,79.22155,557.263977,263.253632,33.778046,501.937378,36.403713,49.73978,549.732178,399.002502,566.826233,57.351746,57.010563,524.015381,36.793976,149.817413,187.731842,74.402191,191.882538,81.719162,97.146729,252.188766,29.889135,171.156555,22.7008,47.467194,122.160332,200.918945,79.22155,557.263977,,,,263.253632,33.778046,501.937378,109.128265,530.402893,599.8255,629.571411,526.147705,380.08844,290.302429,556.38147,571.699158,144.4328,320.356689,605.946594,36.403713,49.73978,549.732178,191.882538,81.719162,97.146729,370.345825,625.9104,201.539612,252.188766,29.889135,171.156555,57.010563,524.015381,36.793976,623.307922,517.062317,232.669861,399.002502,566.826233,57.351746,149.817413,187.731842,74.402191,22.7008,47.467194,122.160332
